page_id,title,in_degree,out_degree,total_degree,pagerank,community_id,community_size
52728470,Zernike Institute for Advanced Materials,0,0,0,0.0002093478632240107,141,1
60574037,Aligner (semiconductor),0,0,0,0.0002093478632240107,142,1
57311656,Alvéole Lab,2,1,3,0.0009241019699520433,30,52
36051507,Chemistry of photolithography,1,1,2,0.0006771222375755472,12,86
20606961,Computational lithography,3,1,4,0.0011950047154999613,12,86
33897723,Coordinatograph,0,1,1,0.0002093478632240107,12,86
2164976,Dip-pen nanolithography,4,2,6,0.0009252608294437923,12,86
1093768,Electron-beam lithography,9,5,14,0.0015077695106432913,12,86
2154371,Extreme ultraviolet lithography,8,4,12,0.0028452919767830154,12,86
642936,Immersion lithography,2,0,2,0.0008821047499891308,12,86
4432469,Interference lithography,2,1,3,0.0007311894962958264,12,86
42347710,Laser printing of single nanoparticles,0,0,0,0.0002093478632240107,143,1
4210737,LIGA,2,4,6,0.0010135712386811532,24,144
23475732,Local oxidation nanolithography,1,3,4,0.00023024381916375314,12,86
6591389,Mask shop,0,2,2,0.0002093478632240107,12,86
1903362,Maskless lithography,5,5,10,0.0015592628558587695,12,86
64559901,Micralign,0,0,0,0.0002093478632240107,144,1
7057811,Microcontact printing,2,4,6,0.0006328231137085192,12,86
11268558,Microlithography,0,0,0,0.0002093478632240107,145,1
4719126,Micropatterning,1,1,2,0.0002904448907585278,30,52
17181411,Multilayer soft lithography,1,1,2,0.000498242654214176,12,86
22124835,Multiphoton lithography,1,2,3,0.00038734242777598623,30,52
7908943,Multiple patterning,1,2,3,0.00030353710067631157,12,86
30721542,Nanofountain probe,0,2,2,0.0002093478632240107,12,86
2669179,Nanoimprint lithography,5,2,7,0.0005634148875437948,12,86
2104510,Nanolithography,19,10,29,0.0024099454416281058,12,86
42413466,Nanosphere lithography,1,4,5,0.00024529195645756736,12,86
2154436,Next-generation lithography,1,3,4,0.00041433037563759414,12,86
24834390,Off-axis illumination,0,0,0,0.0002093478632240107,146,1
3263872,Optical proximity correction,2,2,4,0.0018318872956591408,12,86
12816331,PDMS stamp,3,1,4,0.0008108176782604948,12,86
2945076,Phase-shift mask,3,0,3,0.0016879740690105452,12,86
15509033,Photoacid,0,0,0,0.0002093478632240107,147,1
23748,Photolithography,22,9,31,0.0049490814438315585,12,86
642903,Photomask,3,1,4,0.0009688388911006094,12,86
23781,Photoresist,5,0,5,0.0008389734832119334,12,86
19953006,Plasmonic nanolithography,2,14,16,0.0005915686081941238,12,86
25609547,Proton beam writing,0,0,0,0.0002093478632240107,148,1
12146473,Proximity effect (electron beam lithography),1,0,1,0.00046587146943913505,12,86
14979971,Quantum lithography,0,0,0,0.0002093478632240107,149,1
1689314,Soft lithography,5,4,9,0.0013583518624039196,12,86
49040767,Spacer patterning,0,0,0,0.0002093478632240107,150,1
20151587,Stencil lithography,0,0,0,0.0002093478632240107,151,1
2284519,Stepper,2,3,5,0.00047228802887742743,12,86
44426201,Virtual metrology,1,1,2,0.0008933486036915219,24,144
26418605,X-ray lithography,8,3,11,0.002166875672682924,12,86
36605,Molecular electronics,12,7,19,0.0020263643102552565,9,62
20695220,AMOLED,5,1,6,0.0025732262118397173,70,30
37628061,Guillermo Bazan,0,2,2,0.0002093478632240107,66,17
3946504,Break junction,1,0,1,0.00021140853412468852,1,142
1169436,Charge-transfer complex,6,2,8,0.001232319249106979,24,144
732746,Conductive polymer,7,6,13,0.0010976229514524315,9,62
2349940,Cyclooctatetraene,0,0,0,0.0002093478632240107,152,1
3574347,Endohedral hydrogen fullerene,1,0,1,0.00021140853412468852,1,142
1194789,Flexible organic light-emitting diode,3,1,4,0.00174312101449922,70,30
3235923,Fluorene,0,0,0,0.0002093478632240107,153,1
18814341,Frit compression,0,2,2,0.0002093478632240107,132,134
1408225,James Gimzewski,3,2,5,0.0005320065826739972,1,142
1183272,Alan J. Heeger,5,1,6,0.0009230918892421116,1,142
18675609,Light-emitting electrochemical cell,0,0,0,0.0002093478632240107,154,1
6459229,John McGinness,1,0,1,0.0004117710523497899,9,62
16015428,Molecular conductance,2,0,2,0.00047040846253041627,9,62
4830276,Molecular logic gate,1,0,1,0.00023192770515633867,180,108
2331095,Molecular memory,0,0,0,0.0002093478632240107,155,1
25444252,Molecular processor,0,4,4,0.0002093478632240107,9,62
13052519,Naphthalocyanine,2,0,2,0.000573652352039263,22,55
26225095,NOMFET,0,1,1,0.0002093478632240107,70,30
191646,OLED,22,6,28,0.009807438273670832,70,30
1601998,Organic field-effect transistor,6,1,7,0.001044739021252381,70,30
27264213,Organic light-emitting transistor,0,1,1,0.0002093478632240107,70,30
1104369,Organic semiconductor,8,7,15,0.0016661768281912882,9,62
2741241,Phosphorescent organic light-emitting diode,2,1,3,0.003082315686899631,70,30
4457582,Photochemical logic gate,0,0,0,0.0002093478632240107,156,1
28413819,Poly(p-phenylene oxide),0,0,0,0.0002093478632240107,157,1
733259,Polyphenylene sulfide,0,0,0,0.0002093478632240107,158,1
733062,Poly(p-phenylene vinylene),2,0,2,0.0006111375379407222,9,62
733183,Polyacetylene,1,1,2,0.00029834514549999843,24,144
733241,Polyaniline,1,1,2,0.00038734242777598623,9,62
733208,Polypyrrole,0,1,1,0.0002093478632240107,9,62
733204,Polythiophene,2,5,7,0.0004391796660380035,9,62
52253271,Richard S. Potember,0,1,1,0.0002093478632240107,9,62
36603,Rotaxane,1,4,5,0.00034243310674145645,180,108
18695732,Molecular-scale electronics,0,12,12,0.0002093478632240107,9,62
2408819,Supramolecular electronics,1,0,1,0.00022418074360334197,9,62
7454236,Tetrathiafulvalene,1,0,1,0.0005075151942164498,180,108
6787565,Unimolecular rectifier,2,1,3,0.0006890641494909095,9,62
59814243,Molecular demon,0,3,3,0.0002093478632240107,5,43
2765047,Molecular motor,5,10,15,0.0008129941211430143,5,43
13280509,Molecular propeller,2,3,5,0.0008496478405841232,5,43
9414430,Molecular sensor,0,4,4,0.0002093478632240107,180,108
12124272,Molecular shuttle,0,0,0,0.0002093478632240107,160,1
12138221,Molecular switch,0,0,0,0.0002093478632240107,161,1
2635128,Molecular tweezers,5,3,8,0.001643370204484823,180,108
3017886,Motor protein,4,3,7,0.0005024083733670475,5,43
28604428,Nano guitar,1,0,1,0.0004614771521320914,30,52
8327305,Nanoelectronics,15,8,23,0.0021960780533942827,1,142
32743838,Atomic-terrace low-angle shadowing,0,3,3,0.0002093478632240107,24,144
56791124,Ballistic collection transistor,0,1,1,0.0002093478632240107,162,2
3345023,Ballistic conduction,4,0,4,0.0012642319659623878,30,52
31313402,Ballistic conduction in single-walled carbon nanotubes,0,2,2,0.0002093478632240107,30,52
1216282,Ballistic deflection transistor,1,0,1,0.00038734242777598623,162,2
44592416,Band-gap engineering,0,1,1,0.0002093478632240107,24,144
35955101,Bloch–Grüneisen law,0,0,0,0.0002093478632240107,163,1
25379184,Carbon nanotube nanomotor,1,6,7,0.000511820112882726,5,43
17279558,Carbon nanotubes in photovoltaics,0,5,5,0.0002093478632240107,66,17
2092835,Comb drive,0,0,0,0.0002093478632240107,164,1
3873342,Conductance quantum,3,4,7,0.0008791509429398451,30,52
2133700,Coulomb blockade,9,4,13,0.0012617873078606303,37,30
8559342,Deal–Grove model,1,0,1,0.000591452019018927,24,144
14069368,Deep-sub-voltage nanoelectronics,0,0,0,0.0002093478632240107,166,1
33636267,Feedback-controlled electromigration,0,0,0,0.0002093478632240107,167,1
4597716,Fermi point,0,2,2,0.0002093478632240107,8,51
37821607,Field-induced polymer electroluminescent technology,0,2,2,0.0002093478632240107,9,62
64017065,Geometric diode,0,4,4,0.0002093478632240107,30,52
38749092,Graphene antenna,1,4,5,0.00038832116586901715,201,58
6411538,Hydrogen sensor,1,1,2,0.0003653128918537593,201,58
23181940,Ignition Park,0,0,0,0.0002093478632240107,168,1
58030745,Ionic Coulomb blockade,0,3,3,0.0002093478632240107,37,30
45478390,Junctionless nanowire transistor,0,0,0,0.0002093478632240107,169,1
35176246,Landauer formula,2,1,3,0.0006870799133864784,30,52
18567260,Lateral quantum dot,0,1,1,0.0002093478632240107,24,144
31804992,Luminescent solar concentrator,1,0,1,0.0005356060549926581,24,144
16783683,Magnetic nanoring,0,1,1,0.0002093478632240107,8,51
39179456,Magnetic spin vortex disc,0,1,1,0.0002093478632240107,24,144
7389351,MEMS electrothermal actuator,0,0,0,0.0002093478632240107,170,1
13818990,Molecular wire,0,1,1,0.0002093478632240107,37,30
8674917,Nanobatteries,1,7,8,0.00046490177338919924,1,142
10214429,Nanocircuitry,1,5,6,0.0002746023779766492,12,86
6241959,Nanocomputer,3,2,5,0.0003158615400012181,171,11
2740204,Nanoelectrochemistry,0,1,1,0.0002093478632240107,22,55
44390248,Nanoelectromechanical relay,5,0,5,0.0018151205905360091,1,142
908385,Nanoelectromechanical systems,15,4,19,0.0029869469524176173,1,142
50224430,Nanoelectromechanical systems mass spectrometer,1,1,2,0.0008445122682525675,1,142
39313159,Nanofluids in solar collectors,1,1,2,0.00220611033409801,24,144
30057479,Nanogenerator,1,8,9,0.0009111147717843825,132,134
5145367,Nanoionics,1,0,1,0.0004428364305638353,1,142
50250122,Nanomechanical resonator,0,1,1,0.0002093478632240107,22,55
1390297,Nanomotor,5,9,14,0.0009687621381480774,5,43
4550348,Nanophotonics,11,4,15,0.0011241568067723042,201,58
41726381,Nanoprobing,0,1,1,0.0002093478632240107,12,86
15995191,Nanoradio,0,1,1,0.0002093478632240107,132,134
33177993,Nanoscale plasmonic motor,0,4,4,0.0002093478632240107,201,58
52206,Nanowire,7,8,15,0.0008521313296962439,30,52
15439559,Nanowire battery,3,2,5,0.0005135101130722703,30,52
55605352,Nanowire laser,0,1,1,0.0002093478632240107,30,52
4294270,Niemeyer–Dolan technique,4,0,4,0.0009041284994743672,37,30
45019735,Niobium nanowire,0,0,0,0.0002093478632240107,172,1
44856539,Non linear piezoelectric effects in polar semiconductors,1,1,2,0.0004674545780849506,30,52
23079699,Optical modulators using semiconductor nano-structures,0,0,0,0.0002093478632240107,173,1
12755108,Patterning by etching at the nanoscale,0,1,1,0.0002093478632240107,12,86
34516380,Piezotronics,1,2,3,0.0006068721067321529,30,52
1519181,Polaritonics,0,2,2,0.0002093478632240107,8,51
4898962,Quantum point contact,4,2,6,0.0006838296389693405,30,52
44379249,Ruselectronics,0,0,0,0.0002093478632240107,174,1
747290,Silicon on insulator,3,1,4,0.0014494973757294641,24,144
56256205,Single-electron transistor,0,1,1,0.0002093478632240107,37,30
18952779,Spaser,1,1,2,0.00038734242777598623,201,58
21534694,Spinmechatronics,1,7,8,0.0005577730317781646,8,51
8556260,Thermal oxidation,1,1,2,0.0004492436611831595,24,144
39533958,Wearable generator,0,0,0,0.0002093478632240107,175,1
20214363,Western Institute of Nanoelectronics,0,0,0,0.0002093478632240107,176,1
20399858,Zinc oxide nanorod sensor,1,1,2,0.0005200048813965802,201,58
868108,Nanomaterials,32,12,44,0.004389807560341551,24,144
36423257,Aerographite,0,4,4,0.0002093478632240107,22,55
59420823,Ag-Sb2S3,0,2,2,0.0002093478632240107,24,144
2574259,Aggregated diamond nanorod,0,0,0,0.0002093478632240107,177,1
33177867,Bacterial cellulose,0,0,0,0.0002093478632240107,178,1
57976285,Belumosudil,0,0,0,0.0002093478632240107,179,1
53572933,Boron nitride aerogel,0,1,1,0.0002093478632240107,180,108
25279655,Carbide-derived carbon,1,4,5,0.00048082418318578406,132,134
739628,Carbon nanofoam,2,0,2,0.00046363871289521665,24,144
61878385,Carbon nanohoop,0,0,0,0.0002093478632240107,181,1
5320,Carbon nanotube,33,18,51,0.005744131907934194,132,134
28254396,Chemical bath deposition,1,0,1,0.00038734242777598623,182,2
1525765,Cluster (physics),5,1,6,0.0009129041502416414,24,144
3544145,"Anthracene-9,10-dithiol",0,0,0,0.0002093478632240107,183,1
54186007,Engineering controls for nanomaterials,0,2,2,0.0002093478632240107,24,144
58838548,European Union Observatory for Nanomaterials,0,0,0,0.0002093478632240107,184,1
533793,Ferrofluid,1,2,3,0.0011334952855391344,30,52
48977460,Gallium nitride nanotube,1,0,1,0.00048082418318578406,132,134
39586666,Graphite-like zinc oxide nanostructure,0,0,0,0.0002093478632240107,185,1
53376859,Health and safety hazards of nanomaterials,3,8,11,0.00032428135583303783,1,142
32130816,Hybrid material,0,1,1,0.0002093478632240107,180,108
31264994,Laponite,0,0,0,0.0002093478632240107,186,1
11209942,Lycurgus Cup,2,0,2,0.0006013378545087328,5,43
50698229,Melt blowing,0,0,0,0.0002093478632240107,187,1
49290419,Metallogels,0,1,1,0.0002093478632240107,180,108
60129248,Delia Milliron,0,2,2,0.0002093478632240107,132,134
849843,Nano-RAM,3,1,4,0.0009921199386000758,8,51
5667589,Nanocomposite,5,1,6,0.0005079393644102552,24,144
30511252,Nanocrystal solar cell,6,5,11,0.0007724944053654546,24,144
6966559,Nanocrystalline material,0,3,3,0.0002093478632240107,24,144
197129,Nanocrystalline silicon,3,4,7,0.0008012983380786694,24,144
54980110,Nanofilter Tanzania,0,1,1,0.0002093478632240107,24,144
26720235,Nanofluid,2,1,3,0.0023706033896214265,24,144
6064049,Nanofoam,3,1,4,0.00029662456765706675,24,144
21729741,Nanogel,0,0,0,0.0002093478632240107,188,1
62013142,Nanolattice,1,1,2,0.00026867938474133587,24,144
3275260,Nanomaterial-based catalyst,1,5,6,0.0002585760067693126,24,144
36309229,Nanonet,0,1,1,0.0002093478632240107,201,58
3475308,Nanopillar,3,0,3,0.00029662456765706675,24,144
2840034,Nanopin film,3,0,3,0.00029662456765706675,24,144
6308157,Nanoporous materials,3,0,3,0.0007077310667628395,24,144
1937828,Nanostructure,10,18,28,0.0013561248108836933,24,144
54195920,Nanostructured film,1,4,5,0.00027342720641594155,24,144
40858983,Nanotextured surface,1,11,12,0.00027342720641594155,24,144
4653712,Ormosil,1,1,2,0.00038734242777598623,70,30
28333458,Peptide amphiphile,0,1,1,0.0002093478632240107,12,86
61491450,Perovskite nanocrystal,0,9,9,0.0002093478632240107,24,144
53842069,Petryanov filter,0,0,0,0.0002093478632240107,189,1
14781912,Polymer nanocomposite,1,2,3,0.00038734242777598623,180,108
63886215,Polymer-protein hybrid,0,0,0,0.0002093478632240107,190,1
3147940,Quantum heterostructure,3,3,6,0.00029662456765706675,24,144
3604712,Sculptured thin film,3,0,3,0.00029662456765706675,24,144
149881,Medical uses of silver,0,1,1,0.0002093478632240107,24,144
23907700,Slocum stone,0,1,1,0.0002093478632240107,51,10
41162315,Stanene,3,0,3,0.0004508325607167384,22,55
62015338,Strasbourg Institute of Material Physics and Chemistry,0,0,0,0.0002093478632240107,191,1
39322872,Superhydrophobic coating,4,3,7,0.0005249267548861516,66,17
40518246,Tube-based nanostructure,0,3,3,0.0002093478632240107,24,144
19905510,Vapor–liquid–solid method,3,0,3,0.0006601627154925981,30,52
62817045,Zinc oxide nanostructure,0,2,2,0.0002093478632240107,30,52
53723703,Antibiotic properties of nanoparticles,1,2,3,0.00038734242777598623,24,144
22444556,Carbon nanotubes in medicine,0,1,1,0.0002093478632240107,132,134
30761035,DNA error,0,0,0,0.0002093478632240107,192,1
49249936,Drug vectorization,0,2,2,0.0002093478632240107,1,142
16090917,European Technology Platform Nanomedicine,1,0,1,0.0004674545780849506,74,3
33661741,Heart nanotechnology,1,1,2,0.0004182373421031454,132,134
58630953,Host cell protein,0,0,0,0.0002093478632240107,193,1
45426846,"Institute of Experimental Medicine, Academy of Sciences of the Czech Republic",0,0,0,0.0002093478632240107,194,1
32808114,Monitoring (medicine),2,1,3,0.0004993343696376625,30,52
65552008,Madaswamy S. Muthu,0,0,0,0.0002093478632240107,195,1
48727130,Nano neuro knitting,0,3,3,0.0002093478632240107,180,108
21880823,Nano-scaffold,1,1,2,0.00026867938474133587,180,108
30676402,Nanoneedle,0,0,0,0.0002093478632240107,196,1
59383794,Nanoparticle drug delivery,0,2,2,0.0002093478632240107,24,144
31726766,Nanoparticle–biomolecule conjugate,2,0,2,0.0006111048232275503,1,142
41086554,Nanoparticles for drug delivery to the brain,0,0,0,0.0002093478632240107,197,1
9497908,Nanotoxicology,10,5,15,0.001806124845424434,1,142
54492223,Radioactive nanoparticle,0,3,3,0.0002093478632240107,30,52
41225392,Synthetic antibody,0,0,0,0.0002093478632240107,198,1
6470547,Targeted drug delivery,1,6,7,0.0002820507340914835,9,62
55008417,Tissue nanotransfection,0,0,0,0.0002093478632240107,199,1
6630855,Transfersome,1,0,1,0.0008251073684677657,132,134
31838482,Drexler–Smalley debate on molecular nanotechnology,1,15,16,0.000558163904967806,1,142
33848849,ISO/TS 80004,3,1,4,0.0008744519388576976,24,144
23680,There's Plenty of Room at the Bottom,20,14,34,0.006140323442993579,1,142
1686926,Why the Future Doesn't Need Us,0,1,1,0.0002093478632240107,1,142
30332230,Optofluidics,0,0,0,0.0002093478632240107,200,1
48629214,Fluidic force microscopy,0,2,2,0.0002093478632240107,22,55
542575,Drude model,3,0,3,0.0007464691207463368,201,58
5081444,Extraordinary optical transmission,2,1,3,0.000394312329241467,201,58
53902845,Graphene plasmonics,2,3,5,0.0004994581944846169,201,58
43451826,Hybrid plasmonic waveguide,2,0,2,0.00045804969719915814,201,58
60376787,International Conference on Surface Plasmon Photonics,0,2,2,0.0002093478632240107,201,58
38931518,Localized surface plasmon,6,4,10,0.00093226816067361,201,58
39832104,Magnetic-plasmonic bifunctional nanoparticles,0,1,1,0.0002093478632240107,201,58
45057474,Metal–insulator–metal diode,0,2,2,0.0002093478632240107,37,30
34072435,Multiple layered plasmonics,0,1,1,0.0002093478632240107,201,58
900733,Plasma oscillation,3,3,6,0.0004953900376038368,201,58
27481335,Plasmaron,0,0,0,0.0002093478632240107,202,1
231630,Plasmon,12,14,26,0.0019244018332382445,201,58
54287671,Plasmon coupling,0,1,1,0.0002093478632240107,201,58
24465628,Plasmonic laser,0,1,1,0.0002093478632240107,201,58
39950774,Plasmonic lens,3,0,3,0.0006286117888272057,201,58
34086984,Plasmonic nanoparticle,0,2,2,0.0002093478632240107,201,58
25451813,Plasmonic solar cell,2,0,2,0.0003691933637407821,201,58
52748480,Plexciton,0,0,0,0.0002093478632240107,203,1
62960782,Heinz Raether,3,3,6,0.0005675199423886518,201,58
11523749,Spinplasmonics,4,3,7,0.0008987025264253696,8,51
63677270,Spoof surface plasmon,1,3,4,0.00035661386346706796,201,58
31671822,Spreeta,0,0,0,0.0002093478632240107,204,1
66182787,Surface magnon polariton,0,1,1,0.0002093478632240107,201,58
14553052,Surface plasmon,4,10,14,0.0008003413388434643,201,58
30868906,Surface plasmon polariton,8,6,14,0.001221991158803443,201,58
47482842,Surface plasmon resonance microscopy,1,1,2,0.00027740961112804547,201,58
3434894,Surface-enhanced Raman spectroscopy,7,1,8,0.0013762595600654063,201,58
46775890,Tip-enhanced Raman spectroscopy,4,3,7,0.005322006703627266,201,58
31601451,Brus equation,0,0,0,0.0002093478632240107,205,1
977983,Charge qubit,1,2,3,0.00029834514549999843,37,30
45669038,Charles Hard Townes Award,0,0,0,0.0002093478632240107,206,1
875676,Colossal magnetoresistance,2,1,3,0.0006365556575719819,8,51
48259617,Josephson junction count,1,1,2,0.00026867938474133587,37,30
26983835,Electrically detected magnetic resonance,0,1,1,0.0002093478632240107,8,51
5260042,Flux qubit,0,1,1,0.0002093478632240107,37,30
5905152,Intersubband polariton,0,0,0,0.0002093478632240107,207,1
10088199,Magnetocapacitance,0,0,0,0.0002093478632240107,208,1
22313894,Molecular beam,1,1,2,0.00029834514549999843,8,51
16750945,Multiple exciton generation,0,1,1,0.0002093478632240107,22,55
3265720,Noise-equivalent flux density,0,0,0,0.0002093478632240107,209,1
21650344,Phase qubit,0,2,2,0.0002093478632240107,37,30
13473221,Quantum bus,0,1,1,0.0002093478632240107,37,30
511547,Quantum dot,19,20,39,0.00282396334464568,24,144
23692678,Quantum dot display,1,5,6,0.0003494246865227671,24,144
7246977,Quantum dot solar cell,4,3,7,0.0005647915838726974,24,144
1162543,Quantum efficiency,2,1,3,0.0006949341520591232,24,144
25268,Quantum electrodynamics,3,3,6,0.003130610167968881,8,51
2850373,Quantum flux parametron,1,2,3,0.0010499481915706079,37,30
50425,Quantum Hall effect,3,4,7,0.0010954633470065408,30,52
3732486,Quantum mirage,1,0,1,0.00026645851078149264,1,142
13495046,Quantum spin Hall effect,2,3,5,0.0017803124866385474,8,51
22981865,Quantum tunnelling composite,0,0,0,0.0002093478632240107,210,1
54076100,The Quantum Vacuum,0,0,0,0.0002093478632240107,211,1
642886,Quantum well,7,5,12,0.002148233335709127,24,144
1327379,Quantum wire,5,5,10,0.0009722851831339174,30,52
22236319,Quantum-confined Stark effect,0,0,0,0.0002093478632240107,212,1
667564,Rapid single flux quantum,4,1,5,0.0009880695429435832,37,30
2623096,Spin valve,4,1,5,0.001254191965840233,8,51
61220,Spintronics,14,9,23,0.003686842028527796,8,51
42266481,Superconducting computing,0,3,3,0.0002093478632240107,37,30
1730328,Superconducting quantum computing,3,4,7,0.0005725873635350786,37,30
24703611,Superconducting tunnel junction,0,4,4,0.0002093478632240107,37,30
35508439,Transmon,1,2,3,0.0003310615573836131,37,30
26964158,Trion (physics),0,0,0,0.0002093478632240107,213,1
12953027,Tunnel junction,1,2,3,0.00029834514549999843,37,30
3624741,Two-dimensional electron gas,2,0,2,0.0004867636339122078,30,52
1511304,Wetting layer,1,1,2,0.0003054648598643161,24,144
734585,Scanning probe microscopy,26,4,30,0.006445694533734523,12,86
31760032,Vibrational analysis with scanning probe microscopy,1,1,2,0.00043336245474740484,22,55
44893854,Infrared Nanospectroscopy (AFM-IR),0,0,0,0.0002093478632240107,214,1
34757567,Atomic force acoustic microscopy,0,1,1,0.0002093478632240107,12,86
227982,Atomic force microscopy,25,12,37,0.004482823553319465,22,55
17526233,Ballistic electron emission microscopy,1,0,1,0.00026867938474133587,22,55
48751238,Campanile probe,0,0,0,0.0002093478632240107,215,1
19855700,Chemical force microscopy,2,0,2,0.0004098107656980274,180,108
24580913,Conductive atomic force microscopy,0,0,0,0.0002093478632240107,216,1
9591272,Counter-scanning,1,2,3,0.0013035406591128168,12,86
57688647,Electrochemical AFM,1,4,5,0.0005270915926863888,22,55
2076540,Electrochemical scanning tunneling microscope,2,0,2,0.0018536243501366312,22,55
6769823,Electrostatic force microscope,1,1,2,0.00025384650436200454,24,144
162400,Force spectroscopy,1,0,1,0.0005270915926863888,22,55
13007684,Friction force microscope,0,1,1,0.0002093478632240107,180,108
2207911,Kelvin probe force microscope,4,1,5,0.0006392215429177615,24,144
2200954,Magnetic force microscope,2,2,4,0.0012120757383159058,22,55
4610407,Magnetic resonance force microscopy,1,0,1,0.0002771159524143453,8,51
63761382,Mochii,0,0,0,0.0002093478632240107,217,1
52973193,Nano-FTIR,1,6,7,0.001580049030945109,22,55
4216002,Near-field scanning optical microscope,9,1,10,0.00300862022947983,22,55
40476464,Non-contact atomic force microscopy,7,3,10,0.0028928492848801146,180,108
31698140,Photoconductive atomic force microscopy,1,4,5,0.0005270915926863888,22,55
50229484,Photon scanning microscopy,0,1,1,0.0002093478632240107,22,55
13553180,Photothermal microspectroscopy,0,0,0,0.0002093478632240107,218,1
27177206,Piezoresponse force microscopy,0,0,0,0.0002093478632240107,219,1
57418849,Probe tip,0,2,2,0.0002093478632240107,24,144
11515113,Scanning capacitance microscopy,0,0,0,0.0002093478632240107,220,1
4399145,Scanning gate microscopy,0,1,1,0.0002093478632240107,132,134
11917122,Scanning Hall probe microscope,0,2,2,0.0002093478632240107,22,55
7079848,Scanning ion-conductance microscopy,0,1,1,0.0002093478632240107,22,55
29427548,Scanning joule expansion microscopy,0,0,0,0.0002093478632240107,221,1
62383372,Scanning quantum dot microscopy,0,4,4,0.0002093478632240107,24,144
20670019,Scanning SQUID microscopy,0,0,0,0.0002093478632240107,222,1
20893805,Scanning thermal microscopy,2,0,2,0.0005121635326587366,132,134
27774,Scanning tunneling microscope,26,3,29,0.005404084907195073,22,55
1959732,Scanning tunneling spectroscopy,1,0,1,0.0002793862748733889,132,134
864090,Scanning voltage microscopy,1,0,1,0.0005270915926863888,22,55
8434642,Spin-polarized scanning tunneling microscopy,0,2,2,0.0002093478632240107,22,55
7200934,Silicon photonics,2,2,4,0.000675750598305159,201,58
50871480,LONGi,0,0,0,0.0002093478632240107,223,1
6424117,Photonic integrated circuit,0,1,1,0.0002093478632240107,24,144
43112814,Silicon Photonics Cloud,0,0,0,0.0002093478632240107,224,1
28184481,Silicon Photonics Link,0,0,0,0.0002093478632240107,225,1
54262313,Pauls Stradiņš Jr,0,0,0,0.0002093478632240107,226,1
1048518,Supramolecular chemistry,15,11,26,0.0038558863978236106,180,108
34655565,Carceplex,0,0,0,0.0002093478632240107,227,1
3972304,Carcerand,0,0,0,0.0002093478632240107,228,1
1225171,Catenane,4,3,7,0.0009154918187015092,180,108
2635392,Cavitand,0,0,0,0.0002093478632240107,229,1
43717327,Circuit topology,4,1,5,0.0034021360669188364,180,108
35610975,Coordination cage,1,1,2,0.0013606668783335653,230,1
1904052,Cryptand,1,2,3,0.00046493890507984633,180,108
4377513,Cryptophane,1,0,1,0.00040709714630250655,180,108
5340351,Crystal engineering,4,8,12,0.0008698101797281752,180,108
1846258,Cucurbituril,0,1,1,0.0002093478632240107,180,108
1335984,Dendrimer,3,4,7,0.0010041224567407735,180,108
2801321,Dynamic covalent chemistry,2,1,3,0.0006469280353892267,180,108
2283222,Endohedral fullerene,1,2,3,0.00029834514549999843,24,144
47393061,Exohedral fullerene,0,2,2,0.0002093478632240107,24,144
2913762,Foldamer,1,2,3,0.00039874428158927244,180,108
10607261,Folding (chemistry),3,0,3,0.0008664754713192996,180,108
3610312,Graphite intercalation compound,1,0,1,0.0005769377329901014,180,108
48908651,Grid complex,0,1,1,0.0002093478632240107,180,108
1697945,Host–guest chemistry,12,1,13,0.002224812185300845,180,108
13609,Hydrogen bond,5,2,7,0.0007151498678288359,180,108
1020643,Hydrophobic effect,4,5,9,0.0006131291147286485,66,17
42600851,Intercalation (biochemistry),2,2,4,0.0011510743995511439,180,108
1697773,Intercalation (chemistry),9,5,14,0.002160450540900776,180,108
14951,Ionic bonding,3,0,3,0.0005540480632245867,180,108
31508894,J-aggregate,1,0,1,0.00023901362398267325,180,108
62899094,Kristi Kiick,0,0,0,0.0002093478632240107,232,1
4048455,Mechanically interlocked molecular architectures,2,6,8,0.0009386576519134411,180,108
317227,Micelle,0,1,1,0.0002093478632240107,233,2
2401526,Molecular Borromean ring,0,1,1,0.0002093478632240107,180,108
44021915,Molecular gyroscope,0,0,0,0.0002093478632240107,234,1
1938226,Molecular imprinting,1,1,2,0.0005075151942164498,180,108
1557358,Molecular knot,2,3,5,0.0006148455214184487,180,108
10115658,Molecular self-assembly,13,9,22,0.002003907762504851,180,108
2485027,Non-covalent interaction,2,3,5,0.0002615934659150012,180,108
13787601,Olympiadane,2,0,2,0.0006020187143546969,180,108
20386802,Pi-interaction,0,0,0,0.0002093478632240107,235,1
1224983,Polycatenane,1,0,1,0.00046893347083725123,180,108
53989605,Polyrotaxane,1,1,2,0.00028215490820550116,24,144
61999316,Pyrogallolarenes,1,4,5,0.00047280914457606643,180,108
42628804,Quasi-crystals (supramolecular),0,2,2,0.0002093478632240107,180,108
3998467,Resorcinarene,1,1,2,0.00030985422146722957,180,108
47454037,Spherical aromaticity,0,0,0,0.0002093478632240107,236,1
3129901,Stacking (chemistry),9,3,12,0.002024769985312584,180,108
48759979,Supermicelle,1,0,1,0.00038734242777598623,233,2
1557401,Supermolecule,1,3,4,0.00038734242777598623,180,108
1846298,Supramolecular assembly,4,5,9,0.0005722967189857112,180,108
41267493,Supramolecular catalysis,0,3,3,0.0002093478632240107,180,108
9176452,Supramolecular polymer,0,6,6,0.0002093478632240107,180,108
30275938,Topology (chemistry),2,1,3,0.003253317452447545,180,108
